ID,HousePrice,y_hat,delta
3314,357001.0,317730.68160980206,39270.318390197936
3744,204498.0,224537.28449130617,-20039.28449130617
5128,346301.0,348038.0741178505,-1737.0741178505123
8075,467567.0,500779.0174993178,-33212.01749931782
1626,722563.0,495440.5846326315,227122.4153673685
5519,547190.0,661481.5677073202,-114291.56770732021
5771,309847.0,310550.48409141705,-703.4840914170491
1845,361572.0,292972.6135713915,68599.3864286085
3905,173822.0,198822.9668434506,-25000.966843450587
3335,315375.0,294000.78899393737,21374.21100606263
1027,153949.0,149949.79327695534,3999.2067230446555
8618,225252.0,184473.1125039706,40778.887496029405
7935,121715.0,125480.60847885022,-3765.6084788502194
4478,543538.0,530295.1734347219,13242.826565278112
2515,338222.0,379112.01059302496,-40890.010593024956
3447,159984.0,207905.65659826284,-47921.65659826284
3961,260012.0,307037.33788987447,-47025.33788987447
268,92160.0,103867.35095876532,-11707.350958765324
2075,244701.0,347106.5991173397,-102405.5991173397
5778,397709.0,320338.43160433427,77370.56839566573
4947,246083.0,309295.40190834797,-63212.401908347965
2216,308541.0,395211.844000906,-86670.84400090599
8493,483930.0,532347.9092897432,-48417.90928974317
4607,390569.0,354330.68559307593,36238.314406924066
2396,136502.0,162244.48871719974,-25742.48871719974
7620,303201.0,278092.78070013673,25108.219299863267
4459,443205.0,484239.6123099766,-41034.6123099766
8289,91960.0,102294.0775406559,-10334.077540655897
163,354225.0,294044.1970851758,60180.80291482422
8805,358049.0,320916.50105650566,37132.49894349434
552,237726.0,242246.69830777444,-4520.698307774437
4382,278715.0,260358.13461399623,18356.865386003774
7172,380327.0,364550.824878883,15776.175121116976
9230,268497.0,242860.36643434572,25636.63356565428
2488,175443.0,187796.65044871523,-12353.650448715227
3146,234366.0,239121.18097177095,-4755.180971770955
7483,131104.0,150609.001538664,-19505.001538663986
5621,70388.0,307433.88646551024,-237045.88646551024
9061,136715.0,144194.71876436332,-7479.718764363322
4088,300611.0,272716.97953394573,27894.020466054266
6314,84167.0,86505.47826132805,-2338.478261328055
6731,235395.0,258214.87038191146,-22819.87038191146
5398,102631.0,109426.61451541471,-6795.614515414709
5919,283927.0,317357.8778175093,-33430.87781750929
2968,218429.0,239920.34087540995,-21491.34087540995
8672,227943.0,222186.8582221304,5756.141777869605
7664,234858.0,272464.978137932,-37606.97813793202
6624,304836.0,261739.76243663457,43096.23756336543
4709,201634.0,233239.6531311526,-31605.65313115259
677,362552.0,376496.1478535028,-13944.14785350283
7094,535201.0,447793.86595487595,87407.13404512405
7284,320779.0,330822.08374065266,-10043.083740652655
6367,199533.0,196636.2602097393,2896.7397902607045
1828,159227.0,179574.89431977866,-20347.894319778658
1058,560275.0,634478.0617885487,-74203.06178854872
3365,277449.0,331102.03977133986,-53653.039771339856
7245,462874.0,520203.672750953,-57329.672750953
2788,527478.0,525017.8756274143,2460.1243725856766
7362,200722.0,213889.65317868383,-13167.653178683831
7244,143531.0,146893.35187311296,-3362.351873112959
3596,137796.0,123416.87294832559,14379.127051674412
3633,174855.0,213510.9187129298,-38655.91871292979
1139,379752.0,317743.7664307413,62008.23356925871
9226,265919.0,275003.0470765308,-9084.047076530813
1449,324651.0,297135.108488096,27515.891511904018
8239,372556.0,370654.1479615431,1901.8520384568837
7398,485423.0,400301.6947584107,85121.30524158932
6009,469064.0,387251.96998550836,81812.03001449164
6862,147590.0,153119.52172029213,-5529.521720292134
8022,591995.0,557658.3451301323,34336.65486986772
5340,202187.0,259694.1279280291,-57507.127928029106
4740,101356.0,67465.57074945784,33890.42925054216
4124,421334.0,410720.45385357656,10613.54614642344
8689,375529.0,413027.81555296003,-37498.81555296003
7436,485696.0,443349.0346419937,42346.9653580063
148,349625.0,324707.31089494197,24917.68910505803
1337,394795.0,464403.42941929575,-69608.42941929575
248,168700.0,236836.90459876286,-68136.90459876286
6511,241135.0,291438.71664137085,-50303.71664137085
7954,278652.0,342726.1166763195,-64074.11667631951
8966,275214.0,341919.71826937684,-66705.71826937684
7103,148164.0,142277.18718050356,5886.812819496437
5965,146498.0,174686.5412178794,-28188.541217879392
7594,389110.0,390798.6168594656,-1688.6168594656046
4630,316268.0,240680.68552926893,75587.31447073107
6647,376661.0,417151.9000747579,-40490.90007475793
8950,581957.0,575583.3482887532,6373.651711246814
1972,440137.0,480353.11117147846,-40216.111171478464
4544,659242.0,634733.9378326954,24508.062167304568
4649,495329.0,445071.64481474407,50257.35518525593
7831,244309.0,282765.8889471157,-38456.88894711569
1300,328926.0,311894.38562949985,17031.614370500145
4669,223949.0,209115.95958376653,14833.040416233474
1109,315621.0,345384.86145209975,-29763.86145209975
3159,533715.0,450986.8782659975,82728.12173400249
4879,410501.0,343929.7294597743,66571.27054022573
6116,200271.0,241720.72244490442,-41449.722444904415
4057,199761.0,303239.0352641194,-103478.03526411939
1119,316771.0,257135.93151918254,59635.068480817456
5062,566477.0,541809.5901569466,24667.409843053436
7173,702603.0,660863.6982570052,41739.30174299481
1663,392937.0,415547.3918111252,-22610.391811125213
7128,292612.0,364900.0199893817,-72288.01998938172
7797,306118.0,340888.0364104349,-34770.03641043493
5290,178950.0,131419.79021967467,47530.20978032533
2046,356896.0,389538.58249147487,-32642.582491474866
7851,340545.0,354085.35043897276,-13540.35043897276
6291,165087.0,183763.30098044267,-18676.30098044267
2677,295578.0,507988.4846270211,-212410.48462702113
7444,271625.0,262927.7260360711,8697.273963928921
7274,338312.0,374501.45514870144,-36189.45514870144
5525,641302.0,655510.0499979634,-14208.04999796336
2992,235445.0,245386.71465375173,-9941.714653751726
8999,635998.0,594847.9721343705,41150.02786562953
1564,430694.0,491375.1320392115,-60681.132039211516
6816,387211.0,425480.245888097,-38269.24588809698
8287,354995.0,354485.5617400677,509.43825993232895
8473,498522.0,427131.414805937,71390.58519406302
7497,242685.0,187629.86295053878,55055.13704946122
7491,320397.0,273953.419153633,46443.580846367
3196,499879.0,384176.6283272509,115702.37167274911
5608,406113.0,395846.9132602401,10266.086739759892
8263,174763.0,170539.62702887392,4223.372971126082
3203,254224.0,191353.25041518043,62870.74958481957
3032,260426.0,279861.13925328985,-19435.139253289846
1827,424742.0,555777.2116245716,-131035.21162457159
4536,393828.0,385013.82758290233,8814.172417097667
4643,221455.0,330862.40578228456,-109407.40578228456
7601,289523.0,258469.82732819277,31053.17267180723
8011,435406.0,419191.39095950476,16214.609040495241
2,277232.0,281371.982945335,-4139.982945334981
8101,141618.0,157187.86851101456,-15569.86851101456
7446,396053.0,451274.2090475099,-55221.20904750988
9168,365412.0,321246.090006503,44165.909993497015
8816,479899.0,426720.05902973784,53178.94097026216
8422,384977.0,517151.87352329463,-132174.87352329463
4729,120479.0,115833.3717883888,4645.628211611198
2879,214066.0,229887.7867096917,-15821.786709691689
2308,592384.0,583947.2561287578,8436.743871242157
9014,310368.0,274593.947535712,35774.05246428802
4414,292450.0,281426.74710603966,11023.252893960336
3284,343528.0,382941.7217011819,-39413.7217011819
6669,243620.0,263950.1698342044,-20330.169834204426
1065,201888.0,155990.1234391514,45897.876560848614
4926,554031.0,622066.1167651735,-68035.1167651735
9030,290852.0,271411.92014269566,19440.079857304343
7561,169913.0,177463.43461757217,-7550.434617572173
2366,426717.0,435605.1320214205,-8888.132021420519
7801,243457.0,265141.8967187062,-21684.89671870618
4645,313689.0,299688.07322827855,14000.926771721453
581,390907.0,408942.9610613445,-18035.961061344482
2942,566948.0,515550.7492829082,51397.25071709178
4806,199850.0,196702.67001163465,3147.3299883653526
1524,603101.0,499467.94232745597,103633.05767254403
511,216835.0,202734.7856223043,14100.214377695695
690,346538.0,305160.168274468,41377.831725532014
6029,291632.0,292350.77426741767,-718.7742674176698
6239,348156.0,325349.25554701156,22806.744452988438
3759,554177.0,514494.87266230927,39682.127337690734
7527,675269.0,599468.0318633278,75800.96813667216
6724,115366.0,106370.94320177494,8995.056798225065
4676,184882.0,204690.28062224516,-19808.28062224516
7830,730476.0,592814.6270491171,137661.37295088288
4372,82173.0,185383.93990851674,-103210.93990851674
2856,416310.0,357691.10548340593,58618.89451659407
3968,83898.0,110652.45953913881,-26754.459539138814
6512,198793.0,236133.69280954584,-37340.69280954584
7925,359882.0,341676.4319843584,18205.56801564159
193,709843.0,590823.6183599293,119019.3816400707
8031,191020.0,218486.79063561148,-27466.790635611484
8619,382224.0,312362.94096576987,69861.05903423013
7982,291794.0,349000.26511288446,-57206.26511288446
9037,381345.0,435177.17318686174,-53832.173186861735
82,144263.0,133787.85040136494,10475.149598635064
5224,220182.0,190594.90143684225,29587.09856315775
6541,229875.0,255542.36145962906,-25667.361459629057
4355,622852.0,608585.7554967067,14266.244503293303
7764,157118.0,103404.72723808757,53713.272761912434
1271,75638.0,95934.30997813152,-20296.309978131525
9194,220033.0,269717.25794953486,-49684.25794953486
9153,246076.0,245237.94412568587,838.05587431413
6,324167.0,380684.71857231786,-56517.718572317855
3839,184858.0,165179.99633363946,19678.003666360542
1669,118410.0,93583.11344176996,24826.886558230035
9296,165100.0,123532.08674410354,41567.91325589646
8459,854125.0,599766.0441423106,254358.95585768938
692,417576.0,384276.27970306115,33299.720296938845
3263,510484.0,373834.0339596497,136649.96604035032
579,367187.0,439421.4883725242,-72234.48837252421
1599,249900.0,271429.02198959637,-21529.021989596367
4276,184823.0,201455.09377712078,-16632.093777120783
8487,350133.0,367563.7309777139,-17430.730977713887
5073,415997.0,436458.2759282082,-20461.275928208197
3397,361774.0,362473.6853064384,-699.6853064384195
7331,326106.0,315649.2416951939,10456.758304806077
362,310530.0,476207.9687099916,-165677.9687099916
1720,425828.0,463082.7155015392,-37254.715501539176
1523,441530.0,358851.8442593198,82678.15574068017
6136,307363.0,302477.1304070041,4885.869592995907
1401,180373.0,189949.03791218437,-9576.037912184373
1489,253935.0,249710.94606534071,4224.053934659285
1032,366016.0,378488.6286351652,-12472.628635165223
6139,587722.0,477935.9679243786,109786.03207562142
7604,283546.0,303530.1578071098,-19984.15780710982
3694,227639.0,199367.45519889836,28271.54480110164
1621,166588.0,230802.41459165514,-64214.414591655135
1600,352844.0,311112.21630071755,41731.783699282445
3673,186486.0,231298.5910125592,-44812.59101255919
5300,530722.0,490937.69913116895,39784.30086883105
7256,528076.0,513457.56886332086,14618.431136679137
9133,53714.0,124710.45598805358,-70996.45598805358
226,331160.0,330420.93680361967,739.0631963803316
7941,235734.0,237651.64380101097,-1917.6438010109705
5045,406033.0,356937.6919337459,49095.308066254074
5445,276949.0,266961.18413509,9987.815864910022
2098,241736.0,249775.68642393837,-8039.686423938372
7886,175213.0,193861.5192964007,-18648.519296400686
5087,445506.0,524633.1973659658,-79127.19736596581
7584,356585.0,357593.95537149755,-1008.9553714975482
5948,185960.0,278776.3809777044,-92816.38097770442
3609,420575.0,401693.90616913344,18881.093830866565
3842,497126.0,488010.82969261374,9115.170307386259
7317,358459.0,338671.1491149558,19787.8508850442
8602,370779.0,339061.3809726973,31717.619027302717
754,240901.0,237586.5815051361,3314.4184948639013
1664,302303.0,316155.32834975864,-13852.328349758638
669,265448.0,253042.88622397647,12405.113776023529
7136,400493.0,445599.6571641134,-45106.65716411342
8194,406954.0,417235.0291345631,-10281.029134563112
987,300199.0,351791.1528904946,-51592.15289049462
8779,260062.0,305426.3999360312,-45364.3999360312
1487,337848.0,277120.59452768124,60727.40547231876
1342,505372.0,500733.23396728345,4638.76603271655
6100,580351.0,582814.5665853685,-2463.566585368477
3246,257541.0,278939.32207429374,-21398.32207429374
1757,796568.0,673671.4010758228,122896.59892417723
1356,243496.0,278284.87650790607,-34788.87650790607
8809,375298.0,311006.5490645133,64291.450935486704
7588,113878.0,120265.05681033709,-6387.05681033709
4027,316804.0,354303.32952581043,-37499.32952581043
2268,280805.0,440253.64881875465,-159448.64881875465
3637,486774.0,394730.05791089317,92043.94208910683
5470,250196.0,306915.4383401427,-56719.43834014272
1797,392862.0,382940.14559165546,9921.854408344545
4856,518244.0,549669.1976784735,-31425.197678473545
6362,539034.0,489893.85523212736,49140.14476787264
7191,404804.0,405998.93461892585,-1194.9346189258504
1179,186489.0,207516.6055287328,-21027.60552873279
941,156491.0,219836.58572183354,-63345.585721833544
5148,216366.0,227220.3416785617,-10854.341678561701
6175,329702.0,348927.47329108877,-19225.47329108877
5641,178184.0,181679.83711772904,-3495.837117729039
8605,406981.0,340233.0541503041,66747.94584969588
7907,65825.0,101103.73932506882,-35278.73932506882
3939,178447.0,160680.3394068367,17766.66059316331
5713,530777.0,504477.5897449914,26299.41025500861
6514,262408.0,250995.61860524502,11412.381394754979
8261,417515.0,502243.6782741939,-84728.6782741939
5577,588046.0,544867.2426488847,43178.757351115346
5562,422688.0,354721.6423671775,67966.35763282247
396,245521.0,184799.2347204014,60721.76527959859
8005,210860.0,222016.7508436685,-11156.750843668502
6779,518549.0,503676.6588117541,14872.341188245919
9154,79257.0,91292.18143906345,-12035.181439063454
5288,195783.0,227354.10350763562,-31571.10350763562
5465,550569.0,534416.3613727186,16152.638627281412
8281,182330.0,173093.5986430779,9236.401356922113
6263,328061.0,364623.53192054434,-36562.53192054434
4093,371540.0,440337.7814174529,-68797.7814174529
7672,289937.0,334514.0746463317,-44577.07464633172
8131,253290.0,242054.4948847847,11235.505115215288
5741,152902.0,121933.71343981507,30968.286560184933
3915,396319.0,391451.56277905323,4867.437220946769
8914,353146.0,368868.72947428504,-15722.729474285035
8725,392785.0,416965.6433912537,-24180.643391253718
7998,254412.0,230999.37755568713,23412.622444312874
5367,334118.0,247381.32685999657,86736.67314000343
3338,205986.0,197534.4878584734,8451.51214152659
4504,350007.0,314719.0295430414,35287.970456958574
6640,362333.0,348996.4383353064,13336.561664693581
7521,223276.0,230918.63603911566,-7642.636039115663
3708,348760.0,357606.97941663914,-8846.979416639137
6931,100301.0,115611.3364768718,-15310.336476871802
1514,554205.0,472034.14101121767,82170.85898878233
8324,392126.0,439835.15100855014,-47709.151008550136
7791,276073.0,324021.75948173046,-47948.75948173046
3954,534431.0,530300.799056369,4130.200943631004
716,274055.0,284001.6117944921,-9946.611794492113
7305,213580.0,246567.88845023976,-32987.888450239756
8419,284317.0,302643.06955158105,-18326.06955158105
341,314483.0,311210.035741763,3272.964258236985
1527,287881.0,269242.85221704666,18638.14778295334
8730,344276.0,365914.0965200743,-21638.096520074294
8255,196051.0,203841.6366936403,-7790.636693640292
3783,151477.0,167827.34036655465,-16350.34036655465
1151,416685.0,476855.82979347237,-60170.82979347237
8198,131559.0,163433.9682456716,-31874.968245671596
4722,519999.0,504420.6188241753,15578.381175824674
643,202552.0,271524.43075276294,-68972.43075276294
7565,108289.0,100692.98052450358,7596.019475496418
8132,197771.0,249009.02963633064,-51238.02963633064
855,329077.0,324076.30853551446,5000.691464485542
729,167895.0,164543.3269227015,3351.673077298503
2969,737500.0,786360.6227739396,-48860.62277393963
2632,521113.0,536671.3030575183,-15558.303057518322
1802,342322.0,314735.23176378565,27586.768236214353
7033,195465.0,183865.18636244678,11599.81363755322
9351,420246.0,319255.8364554225,100990.16354457749
6997,597479.0,510392.9300027954,87086.06999720458
1460,399315.0,332306.3614335095,67008.6385664905
5782,435183.0,411517.383967257,23665.61603274301
4253,328942.0,353433.2641615772,-24491.264161577215
4768,284079.0,479985.4541935531,-195906.45419355307
3660,333731.0,375422.64737497794,-41691.64737497794
8429,414619.0,426064.92596682394,-11445.92596682394
2907,449066.0,621230.1532267036,-172164.15322670364
135,579961.0,569193.1385428722,10767.861457127845
2451,360023.0,332683.50809815543,27339.491901844565
212,285541.0,283080.98439405614,2460.0156059438596
7724,217449.0,250294.62816566776,-32845.62816566776
4110,260346.0,278536.70320350706,-18190.70320350706
5377,501319.0,428032.50886476046,73286.49113523954
2502,277450.0,289666.0079383517,-12216.007938351715
4239,637080.0,610371.9146292834,26708.08537071664
5078,327839.0,275887.0830629875,51951.91693701252
387,228911.0,194361.09661904394,34549.903380956064
498,328353.0,330452.1909336164,-2099.1909336164244
6452,374930.0,360105.882612977,14824.117387022998
3300,170474.0,188268.36377570027,-17794.363775700273
8594,108544.0,106221.62397833071,2322.37602166929
554,538548.0,433325.2059369797,105222.79406302032
5913,325469.0,355600.169521944,-30131.169521944015
6170,100164.0,118704.3259479883,-18540.325947988298
6208,320416.0,349908.6970161526,-29492.69701615261
5171,238980.0,215442.0228030351,23537.9771969649
5750,555869.0,455208.20779958635,100660.79220041365
6195,328002.0,326730.84694105224,1271.1530589477625
4231,131042.0,129053.63898852242,1988.3610114775802
7860,217275.0,222833.83934351453,-5558.839343514526
8710,269621.0,321769.386877959,-52148.38687795901
2102,298848.0,287078.8609674893,11769.139032510691
8322,649672.0,537811.9127644703,111860.08723552967
6968,323426.0,382641.67678616697,-59215.676786166965
5898,226260.0,195072.83168159655,31187.16831840345
2659,397840.0,358579.0751742396,39260.92482576042
2055,113768.0,262992.3387874907,-149224.33878749068
5930,309801.0,312280.3445789062,-2479.3445789061952
7107,160851.0,155764.3443115335,5086.655688466504
7843,350658.0,351196.46835271013,-538.4683527101297
1351,256856.0,278718.4968866462,-21862.4968866462
1889,392019.0,438282.8579498386,-46263.857949838624
7581,167684.0,235812.95575827436,-68128.95575827436
4939,161089.0,192465.74896603843,-31376.74896603843
623,391210.0,392153.7030816233,-943.7030816233018
8789,285418.0,238371.3973007247,47046.6026992753
8349,214564.0,209507.35395190984,5056.646048090159
7647,531916.0,550126.9356688434,-18210.93566884345
1277,166416.0,147067.74910906138,19348.250890938623
7544,246801.0,286396.0020084254,-39595.00200842542
4909,303159.0,298912.02797519654,4246.972024803457
679,431434.0,393391.5875389064,38042.41246109363
3736,91215.0,196903.03681871173,-105688.03681871173
3476,366329.0,305397.11699244904,60931.88300755096
518,371193.0,332406.2485014368,38786.751498563215
5806,538931.0,480782.4665116709,58148.53348832909
7168,187953.0,211580.11249882908,-23627.112498829083
6471,156334.0,146749.02822690632,9584.971773093683
3896,352739.0,354648.65684280824,-1909.6568428082392
1,547714.0,571657.6764409568,-23943.67644095677
5880,291789.0,288009.6401611538,3779.359838846198
1165,143500.0,223915.97319697784,-80415.97319697784
3688,574621.0,573672.0228691153,948.9771308846539
803,363724.0,337818.3349980405,25905.66500195948
4284,152403.0,183234.65382275058,-30831.65382275058
3130,173003.0,236653.96754241452,-63650.967542414524
8298,224509.0,234363.23585754307,-9854.23585754307
583,224102.0,259557.56158972043,-35455.561589720426
71,491488.0,464366.62321286544,27121.376787134563
1697,329422.0,347400.0244405163,-17978.02444051631
8801,226648.0,253052.0372373415,-26404.037237341487
278,354612.0,291081.1090171123,63530.89098288771
7655,522689.0,524167.85948352556,-1478.8594835255644
346,199113.0,204650.97234616446,-5537.972346164461
5116,295637.0,328341.51840218547,-32704.518402185466
5457,156774.0,170679.14292296607,-13905.142922966072
1111,286891.0,379028.76927592506,-92137.76927592506
5622,154093.0,183056.89448413847,-28963.894484138465
104,138956.0,117354.39531393135,21601.604686068647
7698,301127.0,400853.27269388776,-99726.27269388776
6210,275910.0,266547.9109550594,9362.0890449406
1303,477286.0,416098.4993557694,61187.500644230575
5697,543176.0,491700.0133276614,51475.98667233862
1366,483578.0,418687.4163780845,64890.58362191549
5696,616686.0,614295.1808635176,2390.8191364824306
407,239788.0,241299.16426967684,-1511.1642696768395
6373,78345.0,104167.0404538881,-25822.040453888098
3676,341641.0,324580.038418866,17060.961581134005
7765,468097.0,424957.4411049301,43139.55889506987
8856,309249.0,313944.2036592287,-4695.2036592286895
2857,418356.0,401518.58731934393,16837.412680656067
3282,386107.0,577882.4283717655,-191775.42837176553
8441,390562.0,354651.606914038,35910.39308596199
7007,334479.0,305266.8778520229,29212.12214797712
5298,172858.0,186448.42899422132,-13590.428994221322
7072,272000.0,356334.0488694758,-84334.04886947578
3096,391488.0,374123.6462390761,17364.3537609239
5598,161913.0,142401.02630289522,19511.973697104782
1788,495784.0,401449.49325809965,94334.50674190035
2485,232722.0,287470.36139993015,-54748.361399930145
4590,534975.0,437988.68411062873,96986.31588937127
949,446985.0,360313.2175626981,86671.78243730188
2134,255222.0,252247.58773876782,2974.4122612321808
8706,148730.0,206445.49789413298,-57715.497894132975
7745,779760.0,570913.5522866868,208846.44771331316
3970,203095.0,175439.69869317996,27655.301306820038
7645,408431.0,414526.3297652418,-6095.329765241826
5591,195756.0,212427.75802981318,-16671.75802981318
781,410016.0,433586.07317056105,-23570.073170561052
7714,149275.0,91774.91150899493,57500.088491005066
4805,257224.0,303225.8273653023,-46001.827365302306
8762,498272.0,479164.8309415283,19107.169058471685
1132,416767.0,413981.4327526239,2785.5672473760787
3252,563583.0,418344.52756724076,145238.47243275924
5588,343488.0,319956.308041907,23531.691958093026
6294,328156.0,259031.14253882118,69124.85746117882
3493,202968.0,251172.54460418742,-48204.544604187424
1390,263068.0,325968.7205169292,-62900.72051692923
6792,333478.0,348223.55347871315,-14745.553478713147
5862,321620.0,407066.2582480448,-85446.25824804482
5217,162289.0,192078.70293464055,-29789.702934640547
3437,327665.0,262169.4436091671,65495.55639083288
3838,799710.0,750656.8456170278,49053.15438297216
1444,215828.0,232323.3475103096,-16495.3475103096
786,191656.0,268630.8769925786,-76974.87699257862
475,349485.0,316756.63472231955,32728.365277680452
8603,431655.0,388280.1929308871,43374.807069112896
1241,139589.0,162765.98682185053,-23176.98682185053
586,115022.0,94546.01124987064,20475.988750129356
4143,341666.0,348577.8303580598,-6911.830358059786
2834,165522.0,154640.22472350107,10881.775276498927
1281,232219.0,228890.97638145377,3328.023618546227
5335,297803.0,323107.8702246644,-25304.870224664395
1772,386630.0,388781.1952535266,-2151.1952535266173
6518,147702.0,159172.60609905186,-11470.60609905186
910,513958.0,500969.58878987824,12988.411210121762
5201,228720.0,215029.40482642342,13690.595173576585
4245,119418.0,98661.99787920588,20756.002120794117
3024,342334.0,301589.7715024413,40744.22849755868
609,245381.0,214458.10852352847,30922.89147647153
4430,129765.0,134809.31793207434,-5044.317932074337
4034,121520.0,113622.7803129887,7897.219687011297
5561,177190.0,207153.69417250424,-29963.69417250424
9011,454980.0,395138.62992952723,59841.37007047277
3618,368759.0,298431.1037202612,70327.89627973881
2017,285875.0,245145.94780680092,40729.05219319908
6894,503036.0,428624.2204283371,74411.77957166289
2202,362437.0,270173.7847042639,92263.2152957361
55,130584.0,152095.27116452326,-21511.271164523263
541,352973.0,381269.84426869295,-28296.84426869295
6882,343624.0,387365.10084098874,-43741.10084098874
6714,296728.0,273029.11983979575,23698.88016020425
5109,431390.0,380681.7810214626,50708.21897853742
688,528334.0,472888.73666641937,55445.26333358063
260,157326.0,173338.70989356327,-16012.709893563268
1493,329066.0,372127.3923651096,-43061.39236510958
1515,274626.0,360283.55076054827,-85657.55076054827
7887,130469.0,167354.56330850912,-36885.563308509125
845,397756.0,327681.18824687076,70074.81175312924
6172,318406.0,388580.5484673581,-70174.54846735811
2654,546376.0,530540.9534298668,15835.046570133185
7554,249022.0,288970.1311921008,-39948.13119210082
6335,236314.0,236156.52967405762,157.47032594238408
8727,126778.0,105441.35706046956,21336.642939530444
2888,352071.0,414732.93487032264,-62661.93487032264
8733,116008.0,136345.00830209424,-20337.00830209424
4117,251415.0,210602.1394379097,40812.860562090296
1293,294570.0,338881.22253694606,-44311.222536946065
1860,607844.0,590911.0423065403,16932.9576934597
3192,287659.0,262083.7820514387,25575.2179485613
383,294633.0,349008.7181324056,-54375.7181324056
696,147455.0,146368.60688178617,1086.393118213833
1552,365707.0,400039.67357445834,-34332.67357445834
3301,155565.0,193156.97008867914,-37591.97008867914
2189,385454.0,385420.4541930255,33.54580697452184
3674,92307.0,100023.0430603596,-7716.043060359603
3895,175215.0,155501.32132151254,19713.678678487457
5497,409516.0,322191.2607042917,87324.7392957083
5093,104945.0,154163.72318538703,-49218.72318538703
9104,617566.0,611233.7667197202,6332.23328027979
6633,526574.0,570080.5932863601,-43506.59328636015
8564,293019.0,335501.68067643937,-42482.68067643937
6775,628490.0,439080.1485683443,189409.8514316557
5051,450801.0,379435.799600406,71365.20039959397
2713,288095.0,252917.1886661833,35177.8113338167
4367,526483.0,471282.90888931596,55200.091110684036
4852,150609.0,177461.35783355613,-26852.357833556132
5653,209016.0,229743.33119672863,-20727.331196728628
4558,326331.0,371954.7227728367,-45623.722772836685
2354,718794.0,704250.7367429489,14543.26325705112
464,183660.0,243951.61960694694,-60291.619606946944
2660,457977.0,514539.7768565568,-56562.776856556826
8331,261685.0,302448.7367084777,-40763.73670847772
7097,165351.0,253157.37520744148,-87806.37520744148
9126,249524.0,236416.9828114873,13107.017188512691
8119,213760.0,237672.40616188067,-23912.406161880674
463,623503.0,590398.520384803,33104.47961519705
7223,314596.0,363710.8638826771,-49114.863882677106
8541,198036.0,170718.40856257227,27317.591437427734
8080,132362.0,156926.99934280303,-24564.99934280303
1213,125257.0,152507.47230694693,-27250.472306946933
1328,145027.0,173607.05458798778,-28580.054587987775
7622,293971.0,294446.7716564025,-475.77165640250314
7487,196440.0,178414.28375574102,18025.716244258976
4530,188048.0,220176.4358063556,-32128.435806355614
738,213142.0,249296.59186608263,-36154.59186608263
2507,240943.0,189445.59807525965,51497.40192474035
316,279529.0,261117.28866636418,18411.711333635816
1066,152119.0,146462.08504566635,5656.914954333653
6065,404531.0,441014.391808851,-36483.39180885098
2042,314563.0,345829.82097232284,-31266.820972322836
7785,364001.0,375814.12689042004,-11813.12689042004
2590,131195.0,147911.71381937375,-16716.71381937375
